warm-start from previous mshoot best
warm-start from previous fourbar best
x0(P19): CLτ 38.1% CLdq 16.7% | JW02 418.1 | JW06 1235.9/299.3 | s2s 4926.8 | 0604 164.5
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
warm-start from previous mshoot best
warm-start from previous fourbar best
BEST r0 nev=1341 J=0.8738 stiff=0.93 ref=1.53 fv_hip=0.459 fc_hip=0.152 fv_knee=0.0645 fc_knee=0.0996 solref=0.00882 imp0=0.52 arm_knee=0.0138 M_c=0.618 I_th=0.634 I_ca=1.45 dz_th=0.0198 dz_ca=0.1 tm=3.47e-05 c_qs=0.18 v0=39.9 o1_429=0.0892 o2_429=-0.0489 pre30=0.00546 [12.7m]
BEST r0 nev=1343 J=0.8727 stiff=0.947 ref=1.5 fv_hip=0.479 fc_hip=0.133 fv_knee=0.0598 fc_knee=0.0927 solref=0.00909 imp0=0.553 arm_knee=0.0125 M_c=0.564 I_th=0.579 I_ca=1.45 dz_th=0.0215 dz_ca=0.115 tm=0.000635 c_qs=0.139 v0=38.5 o1_429=0.0848 o2_429=-0.0553 pre30=0.102 [12.7m]
BEST r0 nev=1380 J=0.8723 stiff=0.921 ref=1.5 fv_hip=0.498 fc_hip=0.142 fv_knee=0.0582 fc_knee=0.0831 solref=0.00974 imp0=0.526 arm_knee=0.0127 M_c=0.657 I_th=0.634 I_ca=1.44 dz_th=0.0144 dz_ca=0.12 tm=0.00105 c_qs=0.174 v0=39.7 o1_429=0.0775 o2_429=-0.0575 pre30=0.0503 [13.1m]
BEST r0 nev=1405 J=0.8723 stiff=0.938 ref=1.53 fv_hip=0.547 fc_hip=0.153 fv_knee=0.0587 fc_knee=0.0954 solref=0.0103 imp0=0.55 arm_knee=0.0129 M_c=0.687 I_th=0.571 I_ca=1.45 dz_th=0.0246 dz_ca=0.117 tm=0.00137 c_qs=0.17 v0=39.8 o1_429=0.0957 o2_429=-0.0484 pre30=0.00148 [13.4m]
BEST r0 nev=1518 J=0.8721 stiff=0.847 ref=1.51 fv_hip=0.433 fc_hip=0.153 fv_knee=0.0706 fc_knee=0.0802 solref=0.00978 imp0=0.546 arm_knee=0.0122 M_c=0.713 I_th=0.567 I_ca=1.44 dz_th=0.0377 dz_ca=0.107 tm=0.00125 c_qs=0.165 v0=39.9 o1_429=0.0878 o2_429=-0.0484 pre30=0.0177 [14.5m]
BEST r0 nev=1535 J=0.8720 stiff=0.884 ref=1.5 fv_hip=0.484 fc_hip=0.144 fv_knee=0.0643 fc_knee=0.0784 solref=0.0109 imp0=0.565 arm_knee=0.0126 M_c=0.675 I_th=0.582 I_ca=1.43 dz_th=0.0316 dz_ca=0.11 tm=0.000795 c_qs=0.17 v0=39.6 o1_429=0.0847 o2_429=-0.0555 pre30=0.00626 [14.6m]
BEST r0 nev=1568 J=0.8712 stiff=0.932 ref=1.5 fv_hip=0.482 fc_hip=0.152 fv_knee=0.0685 fc_knee=0.0869 solref=0.00917 imp0=0.569 arm_knee=0.0127 M_c=0.641 I_th=0.57 I_ca=1.42 dz_th=0.0271 dz_ca=0.101 tm=0.00133 c_qs=0.162 v0=39.8 o1_429=0.0805 o2_429=-0.0445 pre30=0.000246 [14.9m]
BEST r0 nev=1578 J=0.8710 stiff=0.95 ref=1.5 fv_hip=0.497 fc_hip=0.147 fv_knee=0.0618 fc_knee=0.0832 solref=0.0103 imp0=0.564 arm_knee=0.0127 M_c=0.673 I_th=0.59 I_ca=1.4 dz_th=0.0259 dz_ca=0.0963 tm=0.00126 c_qs=0.157 v0=39.8 o1_429=0.0806 o2_429=-0.0562 pre30=0.00125 [15.0m]
BEST r0 nev=1585 J=0.8709 stiff=0.89 ref=1.51 fv_hip=0.502 fc_hip=0.143 fv_knee=0.061 fc_knee=0.0759 solref=0.01 imp0=0.544 arm_knee=0.0132 M_c=0.645 I_th=0.575 I_ca=1.37 dz_th=0.0279 dz_ca=0.108 tm=0.00106 c_qs=0.174 v0=39.6 o1_429=0.0802 o2_429=-0.0563 pre30=3.27e-05 [15.1m]
BEST r0 nev=1587 J=0.8706 stiff=0.945 ref=1.53 fv_hip=0.413 fc_hip=0.147 fv_knee=0.0651 fc_knee=0.0894 solref=0.0103 imp0=0.56 arm_knee=0.0129 M_c=0.651 I_th=0.595 I_ca=1.41 dz_th=0.0146 dz_ca=0.0984 tm=0.00103 c_qs=0.162 v0=39.9 o1_429=0.0877 o2_429=-0.0525 pre30=0.0245 [15.1m]
BEST r0 nev=1595 J=0.8706 stiff=0.937 ref=1.51 fv_hip=0.453 fc_hip=0.151 fv_knee=0.0722 fc_knee=0.0711 solref=0.0105 imp0=0.577 arm_knee=0.0124 M_c=0.613 I_th=0.555 I_ca=1.39 dz_th=0.0244 dz_ca=0.102 tm=0.00107 c_qs=0.153 v0=40 o1_429=0.0885 o2_429=-0.0486 pre30=0.0621 [15.1m]
BEST r0 nev=1676 J=0.8703 stiff=0.931 ref=1.51 fv_hip=0.493 fc_hip=0.156 fv_knee=0.0624 fc_knee=0.0847 solref=0.00961 imp0=0.553 arm_knee=0.0127 M_c=0.689 I_th=0.552 I_ca=1.44 dz_th=0.0279 dz_ca=0.103 tm=0.00117 c_qs=0.162 v0=39.8 o1_429=0.0953 o2_429=-0.0588 pre30=0.0379 [15.9m]
BEST r0 nev=1708 J=0.8702 stiff=0.91 ref=1.53 fv_hip=0.462 fc_hip=0.151 fv_knee=0.0636 fc_knee=0.0847 solref=0.00972 imp0=0.557 arm_knee=0.0126 M_c=0.665 I_th=0.554 I_ca=1.42 dz_th=0.0274 dz_ca=0.106 tm=0.0011 c_qs=0.162 v0=40 o1_429=0.0962 o2_429=-0.0616 pre30=0.0118 [16.1m]
BEST r0 nev=1726 J=0.8701 stiff=0.937 ref=1.51 fv_hip=0.463 fc_hip=0.142 fv_knee=0.0628 fc_knee=0.0923 solref=0.00949 imp0=0.553 arm_knee=0.013 M_c=0.665 I_th=0.557 I_ca=1.41 dz_th=0.0164 dz_ca=0.101 tm=0.000997 c_qs=0.172 v0=39.8 o1_429=0.101 o2_429=-0.0539 pre30=0.000658 [16.4m]
BEST r0 nev=1727 J=0.8698 stiff=0.936 ref=1.53 fv_hip=0.425 fc_hip=0.136 fv_knee=0.0655 fc_knee=0.0907 solref=0.00975 imp0=0.554 arm_knee=0.0127 M_c=0.659 I_th=0.559 I_ca=1.44 dz_th=0.026 dz_ca=0.109 tm=0.000942 c_qs=0.151 v0=40 o1_429=0.0887 o2_429=-0.0559 pre30=0.000132 [16.4m]
BEST r0 nev=1798 J=0.8697 stiff=0.929 ref=1.53 fv_hip=0.437 fc_hip=0.14 fv_knee=0.0685 fc_knee=0.0864 solref=0.00934 imp0=0.544 arm_knee=0.0128 M_c=0.644 I_th=0.551 I_ca=1.43 dz_th=0.0252 dz_ca=0.104 tm=0.00105 c_qs=0.161 v0=39.9 o1_429=0.0905 o2_429=-0.0557 pre30=0.000539 [17.0m]
